"Incident.Number","Call.Date.Time","Location","Incident.Type","Other","Individual","Dispositions","Race","Gender","AgeRange","Reason","Enforcement","CarSearch","Hour","Day"
"2015-00032436",2015-06-05 14:06:00,"SHATTUCK AVE / KITTREDGE ST","T","",1,"WF4TCN","White","Female","40+","Traffic","Citation","No Search",14,"6"
"2015-00032439",2015-06-05 14:10:00,"SAN PABLO AVE / DARTMOUTH ST","T","",1,"HM3TWN","Hispanic","Male","30-39","Traffic","Warning","No Search",14,"6"
"2015-00032443",2015-06-05 14:21:00,"M L KING JR WAY / DELAWARE ST","1194B","",1,"WM2TWN","White","Male","18-29","Traffic","Warning","No Search",14,"6"
"2015-00032447",2015-06-05 14:33:00,"37.8661036188751~-122.305688135031","T","",1,"HM4TWN","Hispanic","Male","40+","Traffic","Warning","No Search",14,"6"
"2015-00032454",2015-06-05 14:59:00,"ACTON S UNIV","T","",1,"BM4TWN","Black","Male","40+","Traffic","Warning","No Search",14,"6"
"2015-00032458",2015-06-05 15:06:00,"BONAR ST / CHANNING WAY","T","",1,"BM3TWS","Black","Male","30-39","Traffic","Warning","Search",15,"6"
"2015-00032469",2015-06-05 15:29:00,"SACRAMENTO ST / ASHBY AVE","T","",1,"BM4TWS","Black","Male","40+","Traffic","Warning","Search",15,"6"
"2015-00032473",2015-06-05 15:46:00,"ACTON ST / DWIGHT WAY","1194B","",1,"BM4KWS","Black","Male","40+","K","Warning","Search",15,"6"
"2015-00032476",2015-06-05 15:55:00,"EDWARDS ST / CHANNING WAY","1196","",1,"BM4TWS","Black","Male","40+","Traffic","Warning","Search",15,"6"
"2015-00032477",2015-06-05 15:57:00,"2200 BLOCK SHATTUCK AVE","1194","",1,"WM2RCS","White","Male","18-29","Probation/ Paroleeasonable Suspicion","Citation","Search",15,"6"
"2015-00032478",2015-06-05 16:03:00,"BANCROFT WAY / SHATTUCK AVE","1194","",1,"WM4TCN","White","Male","40+","Traffic","Citation","No Search",16,"6"
"2015-00032479",2015-06-05 16:08:00,"SHATTUCK AVE / BANCROFT WAY","1194","",1,"OM3RCN","Other","Male","30-39","Probation/ Paroleeasonable Suspicion","Citation","No Search",16,"6"
"2015-00032480",2015-06-05 16:09:00,"UNIVERSITY AVE / EIGHTH ST","T","",1,"HM3TWS","Hispanic","Male","30-39","Traffic","Warning","Search",16,"6"
"2015-00032487",2015-06-05 16:28:00,"UNIVERSITY AVE / SEVENTH ST","T","",1,"BM2TWS","Black","Male","18-29","Traffic","Warning","Search",16,"6"
"2015-00032495",2015-06-05 16:59:00,"HEARST AVE / FOURTH ST","T","",1,"WF3TWN","White","Female","30-39","Traffic","Warning","No Search",16,"6"
"2015-00032496",2015-06-05 17:02:00,"ASHBY AVE / CALIFORNIA ST","T","",1,"BM2TCS","Black","Male","18-29","Traffic","Citation","Search",17,"6"
"2015-00032500",2015-06-05 17:13:00,"BONAR ST / CHANNING WAY","T","",1,"BM1TWS","Black","Male","0-18","Traffic","Warning","Search",17,"6"
"2015-00032504",2015-06-05 17:34:00,"2500 BLOCK TELEGRAPH AVE","1194","",1,"WM4RCS","White","Male","40+","Probation/ Paroleeasonable Suspicion","Citation","Search",17,"6"
"2015-00032507",2015-06-05 17:51:00,"SACRAMENTO ST / CHANNING WAY","T","",1,"OM4TWN","Other","Male","40+","Traffic","Warning","No Search",17,"6"
"2015-00032556",2015-06-05 22:30:00,"SEVENTH ST / UNIVERSITY AVE","1194","",1,"BM3RWS","Black","Male","30-39","Probation/ Paroleeasonable Suspicion","Warning","Search",22,"6"
"2015-00032652",2015-06-06 12:58:00,"2200 BLOCK SHATTUCK AVE","1194","",1,"WM2RWN","White","Male","18-29","Probation/ Paroleeasonable Suspicion","Warning","No Search",12,"7"
"2015-00032690",2015-06-06 16:11:00,"UNIVERSITY AVE / ACTON ST","T","",1,"AM3TCN","Asian","Male","30-39","Traffic","Citation","No Search",16,"7"
"2015-00032691",2015-06-06 16:13:00,"UNIVERSITY AVE / CURTIS ST","T","",1,"BF2TWN","Black","Female","18-29","Traffic","Warning","No Search",16,"7"
"2015-00032757",2015-06-06 23:51:00,"PIEDMONT AVE / DERBY ST","T","",1,"BM3TWS","Black","Male","30-39","Traffic","Warning","Search",23,"7"
"2015-00032772",2015-06-07 01:44:00,"TELEGRAPH AVE / DURANT AVE","T","",1,"OM2TCN","Other","Male","18-29","Traffic","Citation","No Search",1,"1"
"2015-00032774",2015-06-07 01:50:00,"DWIGHT WAY / MILVIA ST","T","",1,"AM2TWN","Asian","Male","18-29","Traffic","Warning","No Search",1,"1"
"2015-00032775",2015-06-07 02:10:00,"SACRAMENTO ST / CEDAR ST","T","",1,"BM2TWN","Black","Male","18-29","Traffic","Warning","No Search",2,"1"
"2015-00032776",2015-06-07 02:27:00,"SACRAMENTO ST / BANCROFT WAY","T","",1,"BM4TCN","Black","Male","40+","Traffic","Citation","No Search",2,"1"
"2015-00032778",2015-06-07 02:42:00,"SAN PABLO AVE / ADDISON ST","T","",1,"BM4TWN","Black","Male","40+","Traffic","Warning","No Search",2,"1"
"2015-00032779",2015-06-07 02:50:00,"ASHBY AVE / SAN PABLO AVE","T","",1,"WM3TWN","White","Male","30-39","Traffic","Warning","No Search",2,"1"
"2015-00032794",2015-06-07 09:32:00,"SHATTUCK AVE / KITTREDGE ST","T","TOW",1,"HM2TCN","Hispanic","Male","18-29","Traffic","Citation","No Search",9,"1"
"2015-00032802",2015-06-07 10:45:00,"DWIGHT WAY / FULTON ST","1194","M",1,"WF3IWN","White","Female","30-39","Investigation","Warning","No Search",10,"1"
"2015-00032814",2015-06-07 12:03:00,"VINE ST / SHATTUCK AVE","1194","",1,"WM4KON","White","Male","40+","K","Other","No Search",12,"1"
"2015-00032856",2015-06-07 17:41:00,"M L KING JR WAY / UNIVERSITY AVE","T","",1,"OM4TCN","Other","Male","40+","Traffic","Citation","No Search",17,"1"
"2015-00032867",2015-06-07 18:46:00,"DELAWARE ST / WEST ST","T","",1,"BF3TWN","Black","Female","30-39","Traffic","Warning","No Search",18,"1"
"2015-00032868",2015-06-07 18:51:00,"700 BLOCK DWIGHT WAY","T","",1,"WM4TWS","White","Male","40+","Traffic","Warning","Search",18,"1"
"2015-00032885",2015-06-07 20:26:00,"ASHBY AVE / ADELINE ST","1194","",1,"WF4IWN","White","Female","40+","Investigation","Warning","No Search",20,"1"
"2015-00032892",2015-06-07 20:50:00,"SAN PABLO AVE / SIXTY-SECOND ST","T","",1,"BM2TWN","Black","Male","18-29","Traffic","Warning","No Search",20,"1"
"2015-00032898",2015-06-07 21:20:00,"1500 BLOCK JULIA ST","T","",1,"WF2TWN","White","Female","18-29","Traffic","Warning","No Search",21,"1"
"2015-00032905",2015-06-07 21:56:00,"SHATTUCK AVE / CARLETON ST","T","",1,"BM2TCS","Black","Male","18-29","Traffic","Citation","Search",21,"1"
"2015-00032911",2015-06-07 22:44:00,"CHANNING WAY / BOWDITCH ST","T","",1,"AF2TWN","Asian","Female","18-29","Traffic","Warning","No Search",22,"1"
"2015-00032913",2015-06-07 22:51:00,"CURTIS ST / HEARST AVE","T","",1,"BM2TCN","Black","Male","18-29","Traffic","Citation","No Search",22,"1"
"2015-00032915",2015-06-07 22:57:00,"SAN PABLO AVE / FRANCISCO ST","T","",1,"BM3TWN","Black","Male","30-39","Traffic","Warning","No Search",22,"1"
"2015-00032916",2015-06-07 22:59:00,"PRINCE ST / CALIFORNIA ST","T","",1,"BM2TWN","Black","Male","18-29","Traffic","Warning","No Search",22,"1"
"2015-00032920",2015-06-07 23:15:00,"FIFTH ST / BANCROFT WAY","1196","",1,"HM4TWN","Hispanic","Male","40+","Traffic","Warning","No Search",23,"1"
"2015-00032921",2015-06-07 23:17:00,"UNIVERSITY AVE / ACTON ST","T","",1,"OM2TWN","Other","Male","18-29","Traffic","Warning","No Search",23,"1"
"2015-00032921",2015-06-07 23:17:00,"UNIVERSITY AVE / ACTON ST","T","",2,"OM2TCN","Other","Male","18-29","Traffic","Citation","No Search",23,"1"
"2015-00032950",2015-06-08 08:21:00,"UNIVERSITY AVE / BONAR ST","T","",1,"AM3TCN","Asian","Male","30-39","Traffic","Citation","No Search",8,"2"
"2015-00032951",2015-06-08 08:35:00,"UNIVERSITY AVE / CURTIS ST","T","",1,"OF3TCN","Other","Female","30-39","Traffic","Citation","No Search",8,"2"
"2015-00032954",2015-06-08 08:51:00,"UNIVERSITY AVE / TENTH ST","T","",1,"HF3TCN","Hispanic","Female","30-39","Traffic","Citation","No Search",8,"2"
"2015-00032957",2015-06-08 09:04:00,"UNIVERSITY AVE / SAN PABLO AVE","T","",1,"WF2TCN","White","Female","18-29","Traffic","Citation","No Search",9,"2"
"2015-00032962",2015-06-08 09:45:00,"UNIVERSITY AVE / TENTH ST","T","",1,"WF2TCN","White","Female","18-29","Traffic","Citation","No Search",9,"2"
"2015-00032991",2015-06-08 12:52:00,"1100 BLOCK BANCROFT WAY","T","",1,"BF3TCN","Black","Female","30-39","Traffic","Citation","No Search",12,"2"
"2015-00033000",2015-06-08 13:34:00,"1000 BLOCK GILMAN ST","1194","",1,"WM3RCN","White","Male","30-39","Probation/ Paroleeasonable Suspicion","Citation","No Search",13,"2"
"2015-00033049",2015-06-08 18:00:00,"SHATTUCK AVE / HASTE ST","T","",1,"HM3TWN","Hispanic","Male","30-39","Traffic","Warning","No Search",18,"2"
"2015-00033114",2015-06-08 22:52:00,"2600 BLOCK TELEGRAPH AVE","1194","M",1,"WM2IWN","White","Male","18-29","Investigation","Warning","No Search",22,"2"
"2015-00033116",2015-06-08 23:14:00,"ASHBY AVE / BENVENUE AVE","T","",1,"AM2TWN","Asian","Male","18-29","Traffic","Warning","No Search",23,"2"
"2015-00033137",2015-06-09 06:29:00,"1300 BLOCK SAN PABLO AVE","1194","",1,"WM4RCN","White","Male","40+","Probation/ Paroleeasonable Suspicion","Citation","No Search",6,"3"
"2015-00033137",2015-06-09 06:29:00,"1300 BLOCK SAN PABLO AVE","1194","",2,"BF4RCN","Black","Female","40+","Probation/ Paroleeasonable Suspicion","Citation","No Search",6,"3"
"2015-00033137",2015-06-09 06:29:00,"1300 BLOCK SAN PABLO AVE","1194","",3,"WF3RCN","White","Female","30-39","Probation/ Paroleeasonable Suspicion","Citation","No Search",6,"3"
"2015-00033137",2015-06-09 06:29:00,"1300 BLOCK SAN PABLO AVE","1194","",4,"BM3RCN","Black","Male","30-39","Probation/ Paroleeasonable Suspicion","Citation","No Search",6,"3"
"2015-00033156",2015-06-09 08:36:00,"1200 BLOCK SAN PABLO AVE","1194","",1,"WF4RCN","White","Female","40+","Probation/ Paroleeasonable Suspicion","Citation","No Search",8,"3"
"2015-00033157",2015-06-09 08:42:00,"ASHBY AVE / SACRAMENTO ST","T","",1,"BF3TCN","Black","Female","30-39","Traffic","Citation","No Search",8,"3"
"2015-00033159",2015-06-09 08:48:00,"1900 BLOCK SAN PABLO AVE","1194","",1,"BM4RCN","Black","Male","40+","Probation/ Paroleeasonable Suspicion","Citation","No Search",8,"3"
"2015-00033170",2015-06-09 09:35:00,"BANC/ELLW","T","",1,"OM4TCN","Other","Male","40+","Traffic","Citation","No Search",9,"3"
"2015-00033176",2015-06-09 09:56:00,"BANCROFT WAY / TELEGRAPH AVE","1194B","",1,"WM4TCN","White","Male","40+","Traffic","Citation","No Search",9,"3"
"2015-00033182",2015-06-09 10:19:00,"BANCROFT WAY / BOWDITCH ST","T","",1,"BM2TCN","Black","Male","18-29","Traffic","Citation","No Search",10,"3"
"2015-00033188",2015-06-09 10:43:00,"ALLSTON WAY / M L KING JR WAY","T","",1,"WM3TCN","White","Male","30-39","Traffic","Citation","No Search",10,"3"
"2015-00033188",2015-06-09 10:43:00,"ALLSTON WAY / M L KING JR WAY","T","",2,"WM2TCN","White","Male","18-29","Traffic","Citation","No Search",10,"3"
"2015-00033189",2015-06-09 10:46:00,"1800 BLOCK SAN PABLO AVE","1194","",1,"BM4RCN","Black","Male","40+","Probation/ Paroleeasonable Suspicion","Citation","No Search",10,"3"
"2015-00033196",2015-06-09 11:37:00,"2200 BLOCK SHATTUCK AVE","1194","",1,"BM2RCN","Black","Male","18-29","Probation/ Paroleeasonable Suspicion","Citation","No Search",11,"3"
"2015-00033202",2015-06-09 11:58:00,"2300 BLOCK SHATTUCK AVE","1194","",1,"WM2RWN","White","Male","18-29","Probation/ Paroleeasonable Suspicion","Warning","No Search",11,"3"
"2015-00033208",2015-06-09 12:33:00,"6TH ST/CHANNING","T","",1,"HM4TON","Hispanic","Male","40+","Traffic","Other","No Search",12,"3"
"2015-00033212",2015-06-09 12:45:00,"6TH/UNI","T","",1,"WM2TCN","White","Male","18-29","Traffic","Citation","No Search",12,"3"
"2015-00033214",2015-06-09 12:57:00,"SAN P/FRAN","T","",1,"HF3TCN","Hispanic","Female","30-39","Traffic","Citation","No Search",12,"3"
"2015-00033219",2015-06-09 13:14:00,"SAN P/UNIV","T","",1,"WM3TCN","White","Male","30-39","Traffic","Citation","No Search",13,"3"
"2015-00033225",2015-06-09 13:27:00,"6TH /UNI","T","",1,"AM3TCN","Asian","Male","30-39","Traffic","Citation","No Search",13,"3"
"2015-00033227",2015-06-09 13:38:00,"DWI/7TH","T","",1,"WM4TCN","White","Male","40+","Traffic","Citation","No Search",13,"3"
"2015-00033230",2015-06-09 13:47:00,"CARLE/7TH","T","",1,"HM3TCN","Hispanic","Male","30-39","Traffic","Citation","No Search",13,"3"
"2015-00033235",2015-06-09 14:08:00,"7TH/FOLGER","T","",1,"WM4TCN","White","Male","40+","Traffic","Citation","No Search",14,"3"
"2015-00033236",2015-06-09 14:14:00,"SAC/DERBY","T","",1,"BM4TWN","Black","Male","40+","Traffic","Warning","No Search",14,"3"
"2015-00033245",2015-06-09 14:59:00,"FRANCISCO ST / SAN PABLO AVE","T","",1,"OM4TWN","Other","Male","40+","Traffic","Warning","No Search",14,"3"
"2015-00033251",2015-06-09 15:49:00,"M L KING JR WAY / BERKELEY WAY","T","",1,"WM4TCN","White","Male","40+","Traffic","Citation","No Search",15,"3"
"2015-00033257",2015-06-09 16:13:00,"BANCROFT WAY / DANA ST","T","",1,"WF3TCN","White","Female","30-39","Traffic","Citation","No Search",16,"3"
"2015-00033260",2015-06-09 16:27:00,"DURANT AVE / DANA ST","T","",1,"HF3TWN","Hispanic","Female","30-39","Traffic","Warning","No Search",16,"3"
"2015-00033267",2015-06-09 17:00:00,"CURTIS ST / UNIVERSITY AVE","T","",1,"WM4TCN","White","Male","40+","Traffic","Citation","No Search",17,"3"
"2015-00033280",2015-06-09 17:49:00,"FAIRVIEW ST / ADELINE ST","1194","",1,"BM3RCN","Black","Male","30-39","Probation/ Paroleeasonable Suspicion","Citation","No Search",17,"3"
"2015-00033290",2015-06-09 18:46:00,"ALLSTON WAY / MILVIA ST","T","",1,"WM2TCN","White","Male","18-29","Traffic","Citation","No Search",18,"3"
"2015-00033305",2015-06-09 21:11:00,"SAN PABLO AVE / ALLSTON WAY","T","",1,"AF3TWN","Asian","Female","30-39","Traffic","Warning","No Search",21,"3"
"2015-00033323",2015-06-09 22:48:00,"67TH ST/SAN PABLO AVE","T","",1,"WM4TAS","White","Male","40+","Traffic","Arrest","Search",22,"3"
"2015-00033324",2015-06-09 22:55:00,"SAN PABLO AVE / CHANNING WAY","1194","",1,"BM4ION","Black","Male","40+","Investigation","Other","No Search",22,"3"
"2015-00033325",2015-06-09 23:00:00,"SAN PABLO AVE / JONES ST","T","",1,"BM4TWS","Black","Male","40+","Traffic","Warning","Search",23,"3"
"2015-00033328",2015-06-09 23:16:00,"HERZOG ST / SIXTY-SIXTH ST","T","",1,"HF2TCS","Hispanic","Female","18-29","Traffic","Citation","Search",23,"3"
